tweetId,tweetUrl,content,isReply,replyTo,createdAt,authorId,authorName,authorUsername,authorVerified,authorFollowers,authorProfilePic,authorJoinDate,source,hashtags,mentions,conversationId,inReplyToId,Date,time_response,account_age_days,mentions_count,hashtags_count,content_length,has_profile_picture,sentiment_polarity
1877190873579950336,https://x.com/hectorjalonm/status/1877190873579950535,@DiegoPonguill10 @DanielNoboaOk @LuisaGonzalezEc JAJAJAAJAJAJAJAJAJAJAJJAJAAJJA okkkkkkk,True,DiegoPonguill10,2025-01-09 03:09:00,1458536175119986688,héctor 🌵,hectorjalonm,False,145,https://pbs.twimg.com/profile_images/1658065425375064066/EiV4mIVx_normal.jpg,2021-11-10 20:45:00,Twitter for iPhone,,"@DiegoPonguill10, @DanielNoboaOk, @LuisaGonzalezEc",1877115691146306005,1877188297551650816,2025-01-08 22:10:30,298.5,1151,3,0,88,True,0.0
1877188297551650816,https://x.com/DiegoPonguill10/status/1877188297551650927,@hectorjalonm @DanielNoboaOk @LuisaGonzalezEc Ahora vivimos en la miseria antes fuimos el mejor país de latinoamerica..,True,hectorjalonm,2025-01-09 02:59:00,1555549203211976704,Diego Ponguillo Vargas TODO TODITO #5 😉 HLVS!!,DiegoPonguill10,False,176,https://pbs.twimg.com/profile_images/1849614898478641152/fnQtY0QH_normal.jpg,2022-08-05 13:40:00,Twitter for iPhone,,"@hectorjalonm, @DanielNoboaOk, @LuisaGonzalezEc",1877115691146306005,1877123519743451648,2025-01-08 22:10:30,288.5,883,3,0,119,True,0.0
1877186248986501120,https://x.com/ekuador_593/status/1877186248986501395,@Gregori58965636 @yesendiaz @DanielNoboaOk Otro troll basura,True,Gregori58965636,2025-01-09 02:50:00,1457524470365708288,Sebastián Noboa Ec,ekuador_593,False,147,https://pbs.twimg.com/profile_images/1794912245605871616/Dd53zYfO_normal.jpg,2021-11-08 01:45:00,Twitter for iPhone,,"@Gregori58965636, @yesendiaz, @DanielNoboaOk",1877115691146306005,1877122565782576896,2025-01-08 22:10:30,279.5,1153,3,0,60,True,0.0
1877168335193833472,https://x.com/JRamirez2O24/status/1877168335193833721,@jdiegol2010 @DanielNoboaOk https://t.co/CsLWQdQtnc,True,jdiegol2010,2025-01-09 01:39:00,1759130630766341888,ANDRES RAMIREZ,JRamirez2O24,False,87,https://pbs.twimg.com/profile_images/1759130758491275264/A2PRuMjU_normal.png,2024-02-18 08:20:00,Twitter for iPhone,,"@jdiegol2010, @DanielNoboaOk",1877115691146306005,1877159202646315264,2025-01-08 22:10:30,208.5,321,2,0,51,True,0.0
1877159202646315264,https://x.com/jdiegol2010/status/1877159202646315110,@JRamirez2O24 @DanielNoboaOk El tema es respetar a quien eligió el pueblo o no ?,True,JRamirez2O24,2025-01-09 01:03:00,146111157,Juan Diego,jdiegol2010,False,100,https://pbs.twimg.com/profile_images/1513370484259405824/SoIVdG-T_normal.jpg,2010-05-20 16:32:00,Twitter for iPhone,,"@JRamirez2O24, @DanielNoboaOk",1877115691146306005,1877130145938481152,2025-01-08 22:10:30,172.5,5343,2,0,80,True,0.0
1877149313287016704,https://x.com/JRamirez2O24/status/1877149313287016864,@gladiadorjavier @DanielNoboaOk Yo no lo he visto en las calles,True,gladiadorjavier,2025-01-09 00:24:00,1759130630766341888,ANDRES RAMIREZ,JRamirez2O24,False,87,https://pbs.twimg.com/profile_images/1759130758491275264/A2PRuMjU_normal.png,2024-02-18 08:20:00,Twitter for iPhone,,"@gladiadorjavier, @DanielNoboaOk",1877115691146306005,1877133217800622336,2025-01-08 22:10:30,133.5,321,2,0,63,True,0.0
